movieId,title,genres,directedBy,starring
1911,Dr. Dolittle (1998),Comedy,Robert Butler,Ray Liotta|Lauren Holly|Brendan Gleeson|Hector Elizondo|Rachel Ticotin
1912,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller,Michael Rymer,John Lynch|Jacqueline McKenzie|Colin Friels|Deborra-Lee Furness|Daniel Daperis
1913,Picnic at Hanging Rock (1975),Drama|Mystery,Stanley Tong,Jackie Chan|Jackson Lau|Annie Wu|Bill Tung|Yuri Petrov
1914,Smoke Signals (1998),Comedy|Drama,Roger Christian,Denis Leary|Joe Mantegna|Annabella Sciorra|Larry Bishop|Abe Vigoda|Traci Lords
1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance,Dennis Dugan,Chris Farley|Nathaniel Parker|Robin Shou|Nicolette Sheridan
1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller,Thomas Carter,James Carpenter|Art Evans|Eddie Murphy|Kim Miyori
1918,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller,Fran\u00e7ois Dupeyron,G\u00e9rard Depardieu|Nathalie Baye|Didier Bourdon|Natalia W\u00f6rner|Julie Depardieu
1919,Madeline (1998),Children|Comedy,Christopher C. Frieri,Carla Anderson|Alan Apple|Robert Clayton|Mark Fucile
1920,Small Soldiers (1998),Animation|Children|Fantasy|War,Steven Paul,Elliott Gould|Susannah York|Kaye Ballard|Stuart Paul|Michelle Pfeiffer|Marian McCargo|Steven Paul|John Diehl|Twink Caplan|Terrence Evans|David Caruso
1921,Pi (1998),Drama|Sci-Fi|Thriller,Andrew Birkin,Andrew Robertson|Charlotte Gainsbourg| Alice Coulthard|Ned Birkin|Sin\u00e9ad Cusack|Hanns Zischler|Jochen Horst|Gareth Brown
1922,Whatever (1998),Drama,Roger Donaldson,Pierce Brosnan|Linda Hamilton|Charles Hallahan|Elizabeth Hoffman|Peter Jason|Tzi Ma
1923,There's Something About Mary (1998),Comedy|Romance,Peter Baldwin,Rodney Dangerfield|Burt Reynolds|David Ogden Stiers|Debi Mazar
1924,Plan 9 from Outer Space (1959),Horror|Sci-Fi,E. Max Frye,Nicolas Cage|Samuel L. Jackson|Michael Lerner|Margaret Colin
1926,Broadway Melody|The (1929),Musical,Jeremiah S. Chechik,Johnny Depp|Mary Stuart Masterson|Aidan Quinn|Julianne Moore|Oliver Platt|CCH Pounder|Dan Hedaya|Joe Grifasi|William H. Macy
1927,All Quiet on the Western Front (1930),Action|Drama|War,Steve James,R. Lee Ermey|Jared Leto|Breckin Meyer|Ed O'Neill
1928,Cimarron (1931),Drama|Western,Stefan Schwietert,
1929,Grand Hotel (1932),Drama|Romance,Tom\u00e1s Guti\u00e9rrez Alea,Carlos Cruz|Ra\u00fal Eguren|Jorge Perugorr\u00eda|Mirta Ibarra
1931,Mutiny on the Bounty (1935),Adventure|Drama,Bryan Spicer,Tom Arnold|David Alan Grier|Dean Stockwell|Debra Messing
1932,Great Ziegfeld|The (1936),Drama|Musical,Jan Sver\u00e1k,Andrei Chalimon|Zdenek Sver\u00e1k|Ondrej Vetch\u00fd|Libuse Safr\u00e1nkov\u00e1
1933,Life of Emile Zola|The (1937),Drama,Vondie Curtis-Hall,Vondie Curtis-Hall|Charles Fleischer|Tim Roth|Tupac Shakur|Thandie Newton
1934,You Can't Take It with You (1938),Comedy|Romance,Beth Gage,
1936,Mrs. Miniver (1942),Drama|War,Christopher Guest,Christopher Guest|Catherine O'Hara|Eugene Levy|Bob Balaban|David Cross|Parker Posey|Fred Willard|Michael Hitchcock|Larry Miller|Scott Williamson|Deborah Theaker
1937,Going My Way (1944),Comedy|Drama|Musical,Sergey Bodrov,Oleg Menshikov|Sergei Bodrov Jr.|Susanna Mekhralieva|Dzhemal Sikharulidze
1938,Lost Weekend|The (1945),Drama,Ken Kwapis,Timothy Dalton|Patrick Malahide|Ian McNeice|Fran Drescher
1939,Best Years of Our Lives|The (1946),Drama|War,Richard Linklater,Jayce Bartok|Amie Carey|Nicky Katt|Ajay Naidu|Parker Posey
1940,Gentleman's Agreement (1947),Drama,Craig Rosenberg,Simon Bossell|Aden Young|Saffron Burrows|Pippa Grandison
1941,Hamlet (1948),Drama,Paul Miller,Edoardo Ballerini|Jeffrey Jones|John Leguizamo|Freddy Rodr\u00edguez
1942,All the King's Men (1949),Drama,Andy Tennant,Matthew Perry|Salma Hayek|Carlos G\u00f3mez|Jon Tenney
1944,From Here to Eternity (1953),Drama|Romance|War,Paul Schrader,Skeet Ulrich|Bridget Fonda|Christopher Walken
1945,On the Waterfront (1954),Crime|Drama,Clint Eastwood,Clint Eastwood|Gene Hackman|Ed Harris|Laura Linney|Scott Glenn|Dennis Haysbert
1946,Marty (1955),Drama|Romance,Bob Spiers,Christina Ricci|Doug E. Doug|Dean Jones|George Dzundza
1947,West Side Story (1961),Drama|Musical|Romance,Stephen Kessler,Chevy Chase|Randy Quaid|Beverly D'Angelo|Ethan Embry|Marisol Nichols|Wayne Newton|Siegfried Fischbacher|Roy Horn|Wallace Shawn|Sid Caesar|Julia Sweeney|Christie Brinkley
1948,Tom Jones (1963),Adventure|Comedy|Romance,Jack Fisher,Danny Aiello|Geraldo Rivera
1949,Man for All Seasons|A (1966),Drama,Carl Reiner,Dennis Farina|Paula Marshall|Bette Midler|Gail O'Grady
1950,In the Heat of the Night (1967),Drama|Mystery,David Lynch,Robert Blake|Balthazar Getty|Bill Pullman|Patricia Arquette
1951,Oliver! (1968),Drama|Musical,John Singleton,Don Cheadle|Bruce McGill|Ving Rhames|Jon Voight|Michael Rooker
1952,Midnight Cowboy (1969),Drama,Mike Newell,Al Pacino|Johnny Depp|Bruno Kirby|Michael Madsen|James Russo|Anne Heche|Zeljko Ivanek|Zach Grenier|Gretchen Mol|Tim Blake Nelson|Paul Giamatti
1953,French Connection|The (1971),Action|Crime|Thriller,Merzak Allouache,Gad Elmaleh|Messaoud Hattau|Magaly Berdy|Ann-Gisel Glass
1954,Rocky (1976),Drama,Jeff Pollack,Tommy Davidson|Jamie Foxx|Vivica A. Fox|Tamala Jones|Bernie Mac|Scott LaRose|Art Malik|Bill MacDonald|Amanda Tapping
1955,Kramer vs. Kramer (1979),Drama,Peter Spirer,
1956,Ordinary People (1980),Drama,Mark Christopher,Michael Saucedo|Travis Sher|Justin Urich|Milo Ventimiglia
1957,Chariots of Fire (1981),Drama,John Irvin,Stephen Dorff|Timothy Hutton|Harvey Keitel|Famke Janssen
1958,Terms of Endearment (1983),Comedy|Drama,Tamra Davis,Dean Cain|Andy Dick|Sean Patrick Flanery|Mitchell Whitfield
1959,Out of Africa (1985),Drama|Romance,John Pasquin,Tim Allen|Martin Short|JoBeth Williams|Lolita Davidovich|Leelee Sobieski
1960,Last Emperor|The (1987),Drama,Mira Nair,Naveen Andrews|Ramon Tikaram|Sarita Choudhury|Indira Varma
1961,Rain Man (1988),Drama,Betty Thomas,Howard Stern|Robin Quivers|Mary McCormack|Fred Norris|Paul Giamatti|Gary Dell'Abate|Jackie Martling|Carol Alt|Richard Portnow|Kelly Bishop|Jonathan Hadary|Allison Janney|Michael Murphy|James Murtaugh|Reni Santoni|Melanie Good|Amber Smith|Jenna Jameson|John Stamos|Flavor Flav|M.C. Hammer|Ted Nugent|Ozzy Osbourne|John Popper|Slash|Dee Snider|Tiny Tim|Steven Gilborn|Jennifer Gareis|Adam LeFevre|Scott Lawrence|Peter Jacobson|Leslie Bibb|David Letterman|Sarah Hyland|John Melendez|Crackhead Bob|Edie Falco|Mia Farrow|Iggy Pop|
1962,Driving Miss Daisy (1989),Drama,Theodore Witcher,Larenz Tate|Isaiah Washington|Lisa Nicole Carson|Nia Long
1963,Take the Money and Run (1969),Comedy|Crime,Phillip Noyce,Val Kilmer|Elisabeth Shue|Valeri Nikolayev|Rade Serbedzija
1964,Klute (1971),Drama|Mystery,Bille August,Patrick Field|Ona Fletcher|Agga Olsen|Julia Ormond|Vanessa Redgrave|Gabriel Byrne|Richard Harris
1965,Repo Man (1984),Comedy|Sci-Fi,Stephen Frears,Colm Meaney|Donal O'Kelly|Caroline Rothwell|Ger Ryan
1966,Metropolitan (1990),Comedy,David Cronenberg,Elias Koteas|James Spader|Holly Hunter|Deborah Kara Unger|Rosanna Arquette|Peter MacNeill
1967,Labyrinth (1986),Adventure|Fantasy|Musical,Greg Mottola,Pat McNamara|Stanley Tucci|Hope Davis|Anne Meara|Parker Posey|Liev Schreiber|Campbell Scott
1968,Breakfast Club|The (1985),Comedy|Drama,Tom Shadyac,Jim Carrey|Justin Cooper|Cary Elwes|Maura Tierney|Jennifer Tilly|Amanda Donohoe
1969,Nightmare on Elm Street 2: Freddy's Revenge|A (1985),Horror,Rolf de Heer,Paul Blackwell|Chloe Ferguson|Phoebe Ferguson|Celine O'Leary
1970,Nightmare on Elm Street 3: Dream Warriors|A (1987),Horror|Thriller,Gregory Nava,Jackie Guerra|Jennifer Lopez|Constance Marie|Alex Meneses|Jon Seda|Edward James Olmos
1971,Nightmare on Elm Street 4: The Dream Master|A (1988),Horror|Thriller,Alan J. Pakula,Rub\u00e9n Blades|Harrison Ford|Brad Pitt|Margaret Colin
1972,Nightmare on Elm Street 5: The Dream Child|A (1989),Horror,Mark Dindal,Scott Bakula|Natalie Cole|Jasmine Guy|Ashley Peldon
1973,Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead|A) (1991),Horror,Robert Townsend,Martin Landau|Ian Richardson|Halle Berry|Natalie Desselle
1974,Friday the 13th (1980),Horror|Mystery|Thriller,Emma-Kate Croghan,Matt Day|Matthew Dyktynski|Alice Garner|Frances O'Connor
1975,Friday the 13th Part 2 (1981),Horror,Shuki Levy,Johnny Yong Bosch|Jason David Frank|Catherine Sutherland|Nakia Burrise|Blake Foster|Greg Collins|Kai Doi|Jon Simanton
1976,Friday the 13th Part 3: 3D (1982),Horror,Bernard Rose,Sean Bean|Alfred Molina|Mia Kirshner|Sophie Marceau
1977,Friday the 13th Part IV: The Final Chapter (1984),Horror,Hark Tsui,Paul Freeman|Dennis Rodman|Mickey Rourke|Jean-Claude Van Damme
1978,Friday the 13th Part V: A New Beginning (1985),Horror,Pat O'Connor,Billy Crudup|Joaquin Phoenix|Jennifer Connelly|Liv Tyler
1979,Friday the 13th Part VI: Jason Lives (1986),Horror,Luis Llosa,Ice Cube|Eric Stoltz|Jon Voight|Jennifer Lopez|Owen Wilson|Kari Wuhrer|Danny Trejo|Jonathan Hyde
1980,Friday the 13th Part VII: The New Blood (1988),Horror,George Armitage,Alan Arkin|Dan Aykroyd|John Cusack|Minnie Driver|Jeremy Piven|Hank Azaria|Joan Cusack
1981,Friday the 13th Part VIII: Jason Takes Manhattan (1989),Horror,Leslie Greif,James Spader|Eric Stoltz|Joanna Going|Deborah Unger
1982,Halloween (1978),Horror,Lynne Stopkewich,Jay Brazeau|Peter Outerbridge|Natasha Morley|Molly Parker
1983,Halloween II (1981),Horror,Tom Schulman,Joe Pesci|Andy Comeau|Kristy Swanson|George Hamilton|Dyan Cannon|David Spade|Todd Louiso|Terri J. Vaughn
1984,Halloween III: Season of the Witch (1982),Horror,Angela Pope,Sam Bould|Martin Donovan|Ian Hart|Joely Richardson
1985,Halloween 4: The Return of Michael Myers (1988),Horror,Bruce Beresford,Glenn Close|Frances McDormand|Pauline Collins|Cate Blanchett|Jennifer Ehle|Julianna Margulies|Wendy Hughes|Clyde Kusatsu|Nicholas Hammond
1986,Halloween 5: The Revenge of Michael Myers (1989),Horror,Jack N. Green,James Gammon|Bill Paxton|Mark Wahlberg|Julianna Margulies
1987,Prom Night (1980),Horror,Alex Sichel,Alison Folland|Tara Subkoff|Cole Hauser|Wilson Cruz|Leisha Hailey|Shawn Hatosy|Vincent Pastore
1990,Prom Night IV: Deliver Us From Evil (1992),Horror,Seth Zvi Rosenfeld,Nick Chinlund|Joshua Danowsky|Justin Pierce|Michael Raynor
1991,Child's Play (1988),Horror|Thriller,Nana Dzhordzhadze,Pierre Richard|Micheline Presle|Nino Kirtadze|Jean-Yves Gautier|Timur Kamkhadze
1992,Child's Play 2 (1990),Horror|Thriller,David Mirkin,Mira Sorvino|Lisa Kudrow|Janeane Garofalo|Alan Cumming|Julia Campbell
1993,Child's Play 3 (1991),Comedy|Horror|Thriller,Kaige Chen,Li Gong|Leslie Cheung|Kevin Lin|Caifei He|Shih Chang
1994,Poltergeist (1982),Horror|Thriller,Mick Jackson,Tommy Lee Jones|Anne Heche|Gaby Hoffmann|Don Cheadle|Jacqueline Kim|Keith David
1995,Poltergeist II: The Other Side (1986),Horror|Thriller,Peter Duncan,F. Murray Abraham|Sam Neill|Richard Roxburgh|Judy Davis
1996,Poltergeist III (1988),Horror|Thriller,Jay Roach,Mike Myers|Michael York|Elizabeth Hurley|Mimi Rogers|Robert Wagner|Seth Green|Mindy Sterling|Fabiana Udenio|Will Ferrell
1997,Exorcist|The (1973),Horror|Mystery,Jonathan Mostow,M.C. Gainey|Kurt Russell|J.T. Walsh|Kathleen Quinlan
1998,Exorcist II: The Heretic (1977),Horror,Gregor Nicholas,Julian Arahanga|Marton Csokas|Rade Serbedzija|Aleksandra Vujcic
1999,Exorcist III|The (1990),Horror,Daniel Taplitz,Anthony LaPaglia|Aidan Quinn|Shirl Bernheim|Courteney Cox
2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama,Mo Ogrodnik,Ron Brice|Gordon Currie|Daisy Eagan|Monica Keena
2001,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,Kiefer Sutherland,Vincent Gallo|Kevin Pollak|Kiefer Sutherland|Mykelti Williamson
2002,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama,L.A. Puopolo,Karen Allen|Raymond J. Barry|Michael Dolan|Tess Harper|Gillian Anderson
2003,Gremlins (1984),Comedy|Horror,Ronny Yu,Chao Li Chi|Angus MacFadyen|Mario Yedidia|Marley Shelton
2004,Gremlins 2: The New Batch (1990),Comedy|Horror,Ivan Reitman,Billy Crystal|Robin Williams|Nastassja Kinski|Julia Louis-Dreyfus
2005,Goonies|The (1985),Action|Adventure|Children|Comedy|Fantasy,Luc Besson,Bruce Willis|Gary Oldman|Milla Jovovich|Ian Holm|Chris Tucker|Luke Perry|Brion James|Tommy 'Tiny' Lister
2006,Mask of Zorro|The (1998),Action|Comedy|Romance,Philip Goodhew,Rupert Graves|Matthew Walker|Laura Sadler|Julie Walters
2007,Polish Wedding (1998),Comedy,Gregg Araki,Nathan Bexton|James Duval|Rachel True|Chiara Mastroianni|Debi Mazar
2008,This World|Then the Fireworks (1997),Crime|Drama|Film-Noir,Kevin Bacon,Beau Bridges|Michael Yarmush|Helen Mirren|Kyra Sedgwick
2009,Soylent Green (1973),Drama|Mystery|Sci-Fi|Thriller,Rusty Cundieff,Rusty Cundieff|Wes Hubbard|Joe Torry|Tisha Campbell|Paula Jai Parker
2010,Metropolis (1927),Drama|Sci-Fi,Jean-Pierre Dardenne|Luc Dardenne,J\u00e9r\u00e9mie Renier|Olivier Gourmet|Assita Ouedraogo
2011,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,Agn\u00e8s Varda,Jean-Claude Drouot|Olivier Drouot|Claire Drouot|Sandrine Drouot
2012,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,Joe Mantello,Jason Alexander|Randy Becker|Stephen Bogardus|Stephen Spinella
2013,Poseidon Adventure|The (1972),Action|Adventure|Drama,Masayuki Suo,K\u00f4ji Yakusho|Tamiyo Kusakari|Naoto Takenaka|Eriko Watanabe|Yu Tokui
2014,Freaky Friday (1977),Children|Comedy|Fantasy,Duncan McLachlan,Bill Campbell|David Paul Francis|Gulshan Grover|Roddy McDowall|Jamie Williams
2015,Absent-Minded Professor|The (1961),Children|Comedy|Fantasy,Kevin Allen,Llyr Ifans|Rhys Ifans|Dougray Scott|Dorien Thomas
2016,Apple Dumpling Gang Rides Again|The (1979),Children|Comedy|Western,Griffin Dunne,Matthew Broderick|Tch\u00e9ky Karyo|Kelly Preston|Meg Ryan
2017,Babes in Toyland (1961),Children|Fantasy|Musical,Mark Herman,Ewan McGregor|Pete Postlethwaite|Stephen Tompkinson|Tara Fitzgerald
2018,Bambi (1942),Animation|Children|Drama,David Hare,David de Keyser|Mike Nichols|Miranda Richardson
2019,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama,Steven Spielberg,Pete Postlethwaite|Jeff Goldblum|Vince Vaughn|Arliss Howard|Julianne Moore|Peter Stormare|Richard Attenborough|Vanessa Lee Chester
2020,Dangerous Liaisons (1988),Drama|Romance,Jacques Doillon,Matiaz Bureau Caton|Delphine Schiltz|L\u00e9opoldine Serre|Victoire Thivisol
2021,Dune (1984),Adventure|Sci-Fi,Steven Soderbergh,David Jensen|Mike Malone|Steven Soderbergh|Betsy Brantley
2022,Last Temptation of Christ|The (1988),Drama,Dale Rosenbloom,Blake Heron|Michael Moriarty|Rod Steiger|Scott Wilson
2023,Godfather: Part III|The (1990),Crime|Drama|Mystery|Thriller,Emilio Estevez,Emilio Estevez|Martin Sheen|Kathy Bates|Kimberly Williams
2024,Rapture|The (1991),Drama|Mystery,Clare Peploe,Jim Broadbent|Russell Crowe|D.W. Moffett|Bridget Fonda
2025,Lolita (1997),Drama|Romance,Jonathan Lynn,Jeff Daniels|Michael Richards|Jessica Steen|Charlize Theron
2026,Disturbing Behavior (1998),Horror|Thriller,Caroline Thompson,James Bladon|Robbie Coltrane|Alan Cumming|Irma P. Hall|Liz Mamana
2027,Jane Austen's Mafia! (1998),Comedy|Crime,Simon West,Nicolas Cage|John Cusack|John Malkovich|Ving Rhames|Nick Chinlund|Steve Buscemi|Colm Meaney|Rachel Ticotin|Dave Chappelle|Mykelti Williamson|Danny Trejo|M.C. Gainey|Steve Eastin|Renoly Santiago|Monica Potter|Landry Allbright|Jos\u00e9 Z\u00fa\u00f1iga|Ned Bellamy|John Marshall Jones|Fredric Lehne|Bob Stephenson|Angela Featherstone|Doug Hutchison|Emilio Rivera|John Diehl
2028,Saving Private Ryan (1998),Action|Drama|War,Julia Dyer,Gary Carter|Dee Hennigan|Jonah Marsh|Connie Nelson
2032,Barefoot Executive|The (1971),Children|Comedy,Peter Greenaway,Vivian Wu|Yoshi Oida|Ken Ogata|Hideko Yoshida|Ewan McGregor
2033,Black Cauldron|The (1985),Adventure|Animation|Children|Fantasy,Laetitia Masson,Sandrine Kiberlain|Arnaud Giovaninetti|Roschdy Zem|Jean-Michel F\u00eate
2034,Black Hole|The (1979),Children|Sci-Fi,Jan de Bont,Sandra Bullock|Willem Dafoe|Temuera Morrison|Jason Patric
2035,Blackbeard's Ghost (1968),Children|Comedy,Robert Patton-Spruill,Tyrone Burton|Eddie Cutanda|Phuong Duong|Geoffrey Rhue|Leigh Williams
2036,Blank Check (1994),Children|Comedy,Adrienne Shelly,Adrienne Shelly|Tim Guinee|Roger Rees|Louise Lasser|Hynden Walch
2037,Candleshoe (1977),Adventure|Children|Comedy,Christian Faber,Rick Negron|Kristin Moreu|Denise Faye|Taylor Nichols|Gerry McIntyre
2038,Cat from Outer Space|The (1978),Children|Comedy|Sci-Fi,Dana Lustig,John Corbett|Illeana Douglas|Paulina Porizkova|Julie Warner
2040,Computer Wore Tennis Shoes|The (1969),Children|Comedy,Joel Schumacher,George Clooney|Chris O'Donnell|Arnold Schwarzenegger|Uma Thurman|Alicia Silverstone|John Glover|Elle Macpherson|Vivica A. Fox
2041,Condorman (1981),Action|Adventure|Children|Comedy,Finn Taylor,David Arquette|Brad Hunt|Cathy Moriarty|Kathryn Erbe
2042,D2: The Mighty Ducks (1994),Children|Comedy,Paul Weiland,Jean Reno|Mercedes Ruehl|Polly Walker|Mark Frankel|Trevor Peacock
2043,Darby O'Gill and the Little People (1959),Adventure|Children|Fantasy,Jim Wilson,Harvey Keitel|Cameron Diaz|Craig Sheffer|Billy Zane
2044,Devil and Max Devlin|The (1981),Comedy|Fantasy,Ron Clements,Roger Bart|Danny DeVito|Tate Donovan|Joshua Keaton
2046,Flight of the Navigator (1986),Adventure|Children|Sci-Fi,Stephen T. Kay,Adrien Brody|John Doe|Thomas Jane|Keanu Reeves|Claire Forlani|Jim Haynie|Marg Helgenberger|Lucinda Jenney|Gretchen Mol|Cristine Rose|Meadow Sisto|Amy Smart|Alexandra Holden|Clark Gregg|Tom Bower
2048,Great Mouse Detective|The (1986),Action|Animation|Children|Crime,Yvonne Rainer,Kathleen Chalfant|Catherine Kellner|Joanna Merlin|Isa Thomas
2050,Herbie Goes Bananas (1980),Adventure|Children|Comedy,P.J. Hogan,Rupert Everett|Dermot Mulroney|Cameron Diaz|Julia Roberts
2051,Herbie Goes to Monte Carlo (1977),Adventure|Children|Comedy,Shinya Tsukamoto,Sujin Kim|Keinosuke Tomioka|Nobu Kanaoka|Min Tanaka
2052,Hocus Pocus (1993),Children|Comedy|Fantasy|Horror,C\u00e9dric Klapisch,Garance Clavel|Zinedine Soualem|Ren\u00e9e Le Calm|Olivier Py
2053,Honey|I Blew Up the Kid (1992),Children|Comedy|Sci-Fi,Jean-Luc Godard,Brigitte Bardot|Michel Piccoli|Jack Palance|Giorgia Moll|Fritz Lang
2054,Honey|I Shrunk the Kids (1989),Adventure|Children|Comedy|Fantasy|Sci-Fi,John Woo,Nicolas Cage|Alessandro Nivola|John Travolta|Joan Allen|Gina Gershon|Dominique Swain|Nick Cassavetes|Colm Feore|CCH Pounder
2055,Hot Lead and Cold Feet (1978),Action|Comedy|Western,Richard Dindo,Rudolf Martin|Eric Schaeffer|Amanda De Cadenet|Francie Swift
2056,In Search of the Castaways (1962),Adventure|Children,Mohsen Makhmalbaf,Hossein Moharami|Abbas Sayah|Shaghayeh Djodat|Rogheih Moharami
2057,Incredible Journey|The (1963),Adventure|Children,Tony Gatlif,Ovidiu Balan|Philippe Petit|Jerry Smith|Pierrette Fesch
2058,Negotiator|The (1998),Action|Crime|Drama|Mystery|Thriller,Scott Michell,Oliver Cotton|Tony Bluto|Paul Brightwell|Michael Gambon
2059,Parent Trap|The (1998),Children|Comedy|Romance,Jean-Luc Godard,Vicky Messica|B\u00e9rang\u00e8re Allaux|Madeleine Assas|Ghalia Lacroix
2060,BASEketball (1998),Comedy,Barry Sonnenfeld,Tommy Lee Jones|Will Smith|Linda Fiorentino|Vincent D'Onofrio|Rip Torn|Tony Shalhoub|Siobhan Fallon|Jon Gries|Sergio Calder\u00f3n|Carel Struycken|Fredric Lehne|Keith Campbell|Sean Whalen|David Cross|Verne Troyer|Steven Spielberg|Sylvester Stallone
2064,Roger & Me (1989),Documentary,Martha Coolidge,Jack Lemmon|Walter Matthau|Dyan Cannon|Gloria DeHaven|Brent Spiner|Elaine Stritch|Hal Linden|Donald O'Connor|Edward Mulhare|Rue McClanahan|Alexandra Powers|Sean O'Bryan|Allan Rich|Estelle Harris|Le\u00f3n Singer|Concetta Tomei|Beverly Polcyn|Shaun Toub|Joe Viterelli
2065,Purple Rose of Cairo|The (1985),Comedy|Drama|Fantasy|Romance,William Dear,Scott Bairstow|Devon Sawa|Jonathan Taylor Thomas|Frances Fisher
2066,Out of the Past (1947),Film-Noir,Michael Ritchie,Robert Pastorelli|Martin Short|Amanda Plummer|Mara Wilson
2067,Doctor Zhivago (1965),Drama|Romance|War,Robert Zemeckis,Jodie Foster|David Morse|Geoffrey Blake|Matthew McConaughey|Jena Malone
2068,Fanny and Alexander (Fanny och Alexander) (1982),Drama|Fantasy|Mystery,Shirley Barrett,John Alansu|George Shevtsov|Rebecca Frith|Miranda Otto
2069,Trip to Bountiful|The (1985),Drama,Ridley Scott,Jason Beghe|Viggo Mortensen|Anne Bancroft|Demi Moore
2070,Tender Mercies (1983),Drama|Romance|Western,John Milius,Arnold Schwarzenegger|James Earl Jones|Sandahl Bergman|Ben Davidson|Cassandra Gaviola|Gerry Lopez|Mako|Valerie Quennessen|William Smith|Max von Sydow
2071,And the Band Played On (1993),Drama,Sam Weisman,Thomas Haden Church|John Cleese|Brendan Fraser|Richard Roundtree|Leslie Mann
2072,burbs|The (1989),Comedy,James Mangold,Robert De Niro|Harvey Keitel|Ray Liotta|Sylvester Stallone|Peter Berg|Janeane Garofalo|Annabella Sciorra|Cathy Moriarty
2073,Fandango (1985),Comedy,Paul W.S. Anderson,Laurence Fishburne|Sam Neill|Kathleen Quinlan|Joely Richardson|Jason Isaacs
2074,Night Porter|The (Portiere di notte|Il) (1974),Crime|Drama|Romance,Mark A.Z. Dipp\u00e9,John Leguizamo|Martin Sheen|Michael Jai White|Theresa Randle
2075,Mephisto (1981),Drama|War,Charles Martin Smith,Bill Cobbs|Michael Jeter|Kevin Zegers|Wendy Makkena
2076,Blue Velvet (1986),Drama|Mystery|Thriller,Glenn Gordon Caron,Kevin Bacon|Jay Mohr|Jennifer Aniston|Olympia Dukakis
2077,Journey of Natty Gann|The (1985),Adventure|Children,Neil LaBute,Aaron Eckhart|Matt Malloy|Emily Cline|Stacy Edwards
2078,Jungle Book|The (1967),Animation|Children|Comedy|Musical,Sam Pillsbury,Vincent Berry|Jason James Richter|August Schellenberg|Annie Corley
